page_url,page_views,session_duration,bounce_rate,device_type,browser,operating_system,traffic_status
ErrorPageUrl,9317,680,0.9,3,1,4,0
ContactorSupportUrl,5561,558,0.43,2,2,2,0
SubpageUrl,3910,85,0.91,1,3,4,1
SubpageUrl,1128,472,0.29,2,1,4,1
ContactorSupportUrl,3433,471,0.42,3,4,4,1
ProductUrl,1148,351,0.96,3,1,4,1
HomePageUrl,4153,944,0.13,2,3,4,1
ProductUrl,1509,999,0.31,2,3,4,1
HomePageUrl,3542,758,0.58,1,4,2,1
ErrorPageUrl,9994,203,0.89,3,1,2,0
SubpageUrl,9784,227,0.88,1,2,1,0
LoginUrl,1338,651,0.51,1,2,4,1
ContactorSupportUrl,3150,496,0.88,2,1,1,1
ProductUrl,7942,240,0.98,1,4,1,0
ContactorSupportUrl,1609,678,0.92,1,4,2,1
ErrorPageUrl,1142,834,0.23,3,2,1,1
LoginUrl,1409,374,0.83,1,2,4,1
LoginUrl,2488,400,0.32,3,3,3,1
ErrorPageUrl,8114,228,0.34,1,4,3,0
ErrorPageUrl,7363,692,0.45,2,2,1,0
ContactorSupportUrl,921,694,0.88,1,4,3,1
HomePageUrl,4253,826,0.38,2,4,3,1
ContactorSupportUrl,9335,429,0.83,3,1,2,0
HomePageUrl,8895,448,0.7,2,3,2,0
ContactorSupportUrl,3211,226,0.2,3,3,3,1
SubpageUrl,5117,327,0.22,1,1,4,1
ProductUrl,5548,333,0.71,1,2,3,0
ErrorPageUrl,5265,346,0.41,2,3,3,0
ErrorPageUrl,1643,817,0.36,3,3,3,1
SubpageUrl,6948,740,0.69,2,3,1,0
ProductUrl,414,466,0.62,3,4,2,1
LoginUrl,4662,763,0.15,2,3,1,1
HomePageUrl,1545,726,0.72,3,2,4,1
LoginUrl,1002,163,0.47,3,4,2,1
ErrorPageUrl,6694,768,0.17,3,4,3,0
LoginUrl,2546,990,0.75,2,2,1,1
ErrorPageUrl,4482,123,0.17,3,1,1,1
HomePageUrl,7558,181,0.53,2,1,4,0
LoginUrl,1332,375,0.7,2,3,1,1
ContactorSupportUrl,4082,190,0.68,2,3,4,1
ContactorSupportUrl,4487,123,0.91,2,2,3,1
ErrorPageUrl,4822,768,0.11,2,3,2,1
ProductUrl,2472,444,0.73,1,3,4,1
ContactorSupportUrl,1992,520,0.96,1,4,1,1
SubpageUrl,9589,280,0.54,2,1,3,0
SubpageUrl,4686,767,0.63,1,2,2,1
ErrorPageUrl,7308,51,0.91,2,3,4,0
SubpageUrl,766,93,0.47,3,4,4,1
HomePageUrl,8970,155,0.24,1,1,2,0
LoginUrl,1185,431,0.92,2,1,1,1
LoginUrl,7657,57,0.94,3,1,1,0
LoginUrl,1687,652,0.14,3,4,1,1
ContactorSupportUrl,7912,888,0.34,3,4,2,0
ErrorPageUrl,4847,558,0.98,2,2,1,1
ErrorPageUrl,2169,490,0.67,2,4,1,1
ProductUrl,8149,48,0.63,1,2,4,0
HomePageUrl,7722,52,0.45,1,4,2,0
ProductUrl,8927,811,0.55,1,2,1,0
HomePageUrl,7034,69,0.42,1,4,1,0
HomePageUrl,689,111,0.17,3,2,3,1
HomePageUrl,6076,354,0.9,2,2,3,0
ErrorPageUrl,3028,886,0.76,2,1,1,1
HomePageUrl,8779,797,0.73,1,2,1,0
ProductUrl,568,65,0.66,1,2,2,1
ContactorSupportUrl,4150,617,0.24,1,1,1,1
SubpageUrl,310,535,0.62,1,1,1,1
LoginUrl,5245,792,0.49,2,1,2,0
LoginUrl,4142,945,0.3,3,3,4,1
ErrorPageUrl,803,988,0.58,3,1,1,1
ErrorPageUrl,4504,415,0.32,3,1,3,1
HomePageUrl,3811,472,0.66,3,2,3,1
ContactorSupportUrl,9657,990,0.55,3,2,4,0
LoginUrl,6371,311,0.75,3,4,2,0
SubpageUrl,1112,473,0.51,1,3,4,1
ProductUrl,5690,562,0.49,2,4,4,0
ErrorPageUrl,2995,339,0.53,2,4,4,1
ErrorPageUrl,1802,86,0.32,1,1,2,1
LoginUrl,9968,526,0.77,2,4,4,0
LoginUrl,1585,177,0.4,3,2,1,1
ProductUrl,246,568,0.44,1,2,2,1
SubpageUrl,7963,370,0.81,2,3,4,0
HomePageUrl,8978,669,0.21,3,2,1,0
ProductUrl,2324,513,0.15,3,2,3,1
SubpageUrl,4015,13,0.98,1,1,2,1
ContactorSupportUrl,7064,133,0.16,2,2,4,0
ContactorSupportUrl,1600,164,0.3,2,3,4,1
HomePageUrl,1693,82,0.65,3,1,1,1
SubpageUrl,999,633,0.13,1,2,4,1
SubpageUrl,1120,864,0.44,2,2,2,1
HomePageUrl,4499,128,0.78,3,3,2,1
SubpageUrl,3704,961,0.95,2,2,2,1
HomePageUrl,5915,65,0.4,2,2,3,0
ErrorPageUrl,6993,440,0.12,3,4,4,0
LoginUrl,3585,538,0.85,2,3,1,1
SubpageUrl,1588,430,0.56,2,4,1,1
LoginUrl,6825,488,0.21,1,1,2,0
HomePageUrl,8001,776,0.73,3,3,4,0
ProductUrl,3761,620,0.6,2,1,3,1
HomePageUrl,9331,660,0.7,1,2,4,0
ErrorPageUrl,855,481,0.22,1,4,1,1
LoginUrl,8169,255,0.76,3,2,1,0
HomePageUrl,8477,99,0.58,3,1,2,0
ContactorSupportUrl,2404,367,0.74,3,4,4,1
LoginUrl,4792,345,0.26,2,4,4,1
ErrorPageUrl,5609,970,0.49,3,3,1,0
SubpageUrl,5766,158,0.88,1,4,3,0
HomePageUrl,4052,612,0.81,2,4,1,1
ContactorSupportUrl,8828,794,0.76,2,1,4,0
HomePageUrl,9077,860,0.53,3,1,2,0
HomePageUrl,6736,508,0.56,3,1,1,0
ContactorSupportUrl,6140,970,0.62,2,3,3,0
ContactorSupportUrl,6664,297,0.12,2,3,4,0
ContactorSupportUrl,2588,331,0.25,1,3,4,1
LoginUrl,751,255,0.9,3,4,2,1
ProductUrl,9526,578,0.35,1,2,4,0
SubpageUrl,5504,644,0.64,2,2,2,0
ProductUrl,7559,539,0.79,2,2,3,0
HomePageUrl,4409,314,0.46,1,4,2,1
ErrorPageUrl,3300,619,0.17,3,3,1,1
SubpageUrl,5435,394,0.31,2,1,2,0
ErrorPageUrl,8214,1,0.76,1,2,1,0
SubpageUrl,2907,858,0.37,1,4,3,1
SubpageUrl,5001,684,0.5,3,2,4,0
SubpageUrl,9202,38,0.91,1,1,1,0
ProductUrl,621,313,0.82,2,2,2,1
ProductUrl,9714,311,0.2,1,1,4,0
ProductUrl,3063,25,0.17,2,1,2,1
HomePageUrl,1475,484,0.16,2,3,4,1
ErrorPageUrl,1920,676,0.52,3,4,4,1
ContactorSupportUrl,4394,141,0.8,1,3,2,1
ProductUrl,5293,862,0.74,2,1,3,0
ContactorSupportUrl,695,347,0.86,3,2,2,1
SubpageUrl,1821,170,0.31,2,1,3,1
HomePageUrl,5772,66,0.46,3,3,3,0
LoginUrl,6708,746,0.7,1,4,2,0
SubpageUrl,4774,731,0.81,3,1,1,1
ErrorPageUrl,5376,51,0.82,3,3,4,0
SubpageUrl,9681,16,0.55,1,4,4,0
ProductUrl,2958,258,0.91,2,3,2,1
ContactorSupportUrl,205,344,0.67,2,1,4,1
ContactorSupportUrl,6130,650,0.83,3,3,2,0
HomePageUrl,4784,346,0.73,1,4,3,1
SubpageUrl,4681,458,0.35,2,1,4,1
SubpageUrl,1267,322,0.77,2,2,3,1
HomePageUrl,1034,437,0.53,2,1,1,1
HomePageUrl,3260,44,0.61,2,1,4,1
LoginUrl,1991,343,0.5,3,4,3,1
ProductUrl,3294,813,0.36,1,1,1,1
ErrorPageUrl,4382,256,0.88,2,4,3,1
ErrorPageUrl,9264,969,0.64,2,1,2,0
SubpageUrl,4140,498,0.22,3,2,3,1
LoginUrl,1185,719,0.85,2,3,4,1
ErrorPageUrl,8070,659,0.31,2,1,1,0
ProductUrl,7869,497,0.52,1,3,1,0
ProductUrl,6292,509,0.59,3,1,1,0
ContactorSupportUrl,1040,534,0.51,3,4,4,1
ProductUrl,4857,502,0.35,1,3,2,1
ErrorPageUrl,5855,674,0.86,1,2,3,0
ProductUrl,3524,161,0.51,1,4,2,1
ProductUrl,3111,586,0.28,3,4,4,1
SubpageUrl,9319,434,0.69,2,1,4,0
ErrorPageUrl,9454,521,0.59,2,4,1,0
LoginUrl,7201,450,0.51,2,3,4,0
ContactorSupportUrl,6333,467,0.66,3,3,2,0
LoginUrl,8147,997,0.54,3,4,2,0
ContactorSupportUrl,4199,198,0.83,1,3,2,1
SubpageUrl,4475,721,0.53,2,2,3,1
ProductUrl,8985,205,0.89,3,3,4,0
SubpageUrl,7196,1,0.18,1,4,2,0
ErrorPageUrl,5801,245,0.61,3,4,1,0
ErrorPageUrl,6218,116,0.17,2,1,2,0
LoginUrl,8487,479,0.15,3,1,4,0
LoginUrl,7385,822,0.41,1,1,2,0
HomePageUrl,4669,268,0.23,1,1,4,1
HomePageUrl,2331,375,0.23,2,2,2,1
ErrorPageUrl,6340,880,0.4,3,3,4,0
HomePageUrl,7416,62,0.32,1,3,2,0
ProductUrl,5865,713,0.37,3,3,2,0
ProductUrl,8288,902,0.33,1,4,3,0
ErrorPageUrl,8074,681,0.16,3,2,3,0
ErrorPageUrl,8590,981,0.22,3,3,3,0
ErrorPageUrl,6144,26,0.48,2,3,2,0
LoginUrl,8037,452,0.66,3,2,1,0
ProductUrl,7909,824,0.69,2,2,4,0
ContactorSupportUrl,1882,162,0.84,1,2,2,1
ProductUrl,4419,528,0.38,3,1,2,1
ProductUrl,1807,670,0.71,2,2,2,1
LoginUrl,2384,176,0.8,1,2,1,1
ErrorPageUrl,7060,966,0.4,2,1,3,0
ProductUrl,9504,984,0.15,2,1,3,0
HomePageUrl,2326,366,0.57,2,2,2,1
ContactorSupportUrl,6236,401,0.29,1,4,2,0
HomePageUrl,1617,973,0.44,2,1,3,1
LoginUrl,7462,16,0.66,2,2,4,0
ProductUrl,5802,39,0.15,1,2,4,0
LoginUrl,2498,209,0.42,2,4,1,1
SubpageUrl,4684,744,0.97,2,3,4,1
ProductUrl,8197,447,0.9,1,3,1,0
ContactorSupportUrl,7253,550,0.16,3,4,2,0
ErrorPageUrl,2193,833,0.58,3,2,4,1
SubpageUrl,4129,922,0.29,3,3,4,1
LoginUrl,5389,606,0.43,2,3,1,0
ErrorPageUrl,5602,178,0.4,2,4,1,0
LoginUrl,3896,270,0.88,3,2,2,1
ProductUrl,1428,881,0.75,2,4,1,1
ErrorPageUrl,4250,387,0.13,3,3,4,1
SubpageUrl,7105,333,0.49,1,1,3,0
SubpageUrl,2248,68,0.8,1,1,2,1
ErrorPageUrl,2704,347,0.54,2,1,1,1
ProductUrl,9016,911,0.83,2,2,3,0
LoginUrl,1963,541,0.66,3,2,3,1
LoginUrl,9255,85,0.28,1,3,2,0
LoginUrl,1527,906,0.29,3,3,1,1
SubpageUrl,4624,430,0.31,2,3,1,1
ContactorSupportUrl,2544,86,0.87,3,2,3,1
ContactorSupportUrl,1465,755,0.76,3,2,4,1
LoginUrl,4786,530,0.45,1,3,2,1
ContactorSupportUrl,3157,377,0.31,3,2,3,1
HomePageUrl,3894,20,0.84,3,3,3,1
ProductUrl,2603,857,0.51,1,4,3,1
ErrorPageUrl,5561,773,0.74,1,3,3,0
ProductUrl,1717,126,0.98,1,3,1,1
LoginUrl,7370,923,0.96,1,1,4,0
SubpageUrl,5909,370,0.23,3,2,3,0
LoginUrl,9231,459,0.66,1,2,4,0
LoginUrl,6186,19,0.65,3,4,3,0
LoginUrl,8449,103,0.78,3,2,4,0
LoginUrl,8393,517,0.87,1,3,1,0
LoginUrl,3016,451,0.67,3,3,3,1
ProductUrl,8310,906,0.13,3,2,3,0
SubpageUrl,7137,729,0.15,3,2,2,0
ErrorPageUrl,1834,362,0.4,2,1,3,1
LoginUrl,1150,4,0.46,3,4,1,1
ContactorSupportUrl,9213,205,0.66,2,2,1,0
HomePageUrl,9433,465,0.6,1,4,2,0
ProductUrl,3986,315,0.89,2,3,2,1
SubpageUrl,5384,386,0.42,3,2,1,0
ErrorPageUrl,7097,900,0.16,3,3,1,0
LoginUrl,2586,223,0.99,2,1,1,1
HomePageUrl,3548,320,0.38,3,1,3,1
LoginUrl,1102,749,0.56,3,2,3,1
LoginUrl,5372,177,0.71,1,4,3,0
LoginUrl,5827,380,0.26,1,4,2,0
SubpageUrl,5290,419,0.32,2,4,1,0
ContactorSupportUrl,5581,918,0.48,1,1,4,0
ProductUrl,3609,365,0.87,2,1,3,1
HomePageUrl,3547,376,0.33,2,1,4,1
LoginUrl,1534,359,0.48,1,3,3,1
ErrorPageUrl,9550,543,0.83,2,2,2,0
HomePageUrl,389,106,0.93,2,2,2,1
LoginUrl,8640,719,0.36,2,2,3,0
ProductUrl,5605,398,0.62,2,2,1,0
ContactorSupportUrl,6988,261,0.1,2,2,3,0
ProductUrl,7829,175,0.69,3,3,1,0
ErrorPageUrl,7694,643,0.78,2,1,1,0
ErrorPageUrl,5464,110,0.12,1,4,1,0
ContactorSupportUrl,8183,329,0.63,3,2,1,0
LoginUrl,8046,929,0.39,2,2,3,0
HomePageUrl,2229,34,0.34,1,4,2,1
ContactorSupportUrl,4690,943,0.12,3,2,3,1
LoginUrl,8461,327,0.31,1,3,2,0
ProductUrl,3932,606,0.35,2,2,1,1
ProductUrl,2170,624,0.96,2,3,1,1
ProductUrl,3445,146,0.82,2,1,1,1
SubpageUrl,9597,472,0.24,3,2,2,0
LoginUrl,3049,465,0.63,2,1,1,1
ErrorPageUrl,4331,433,0.84,2,3,4,1
ErrorPageUrl,5189,679,0.94,2,1,3,0
ErrorPageUrl,1343,457,0.39,3,3,3,1
ContactorSupportUrl,882,340,0.71,2,1,4,1
ProductUrl,5661,989,0.17,2,3,3,0
SubpageUrl,1877,936,0.97,3,2,2,1
ProductUrl,4146,511,0.63,3,2,1,1
LoginUrl,3482,476,0.65,2,4,4,1
SubpageUrl,2359,651,0.54,3,3,3,1
LoginUrl,251,526,0.96,2,2,2,1
ContactorSupportUrl,3435,418,0.16,1,4,2,1
ErrorPageUrl,8803,475,0.38,2,3,3,0
HomePageUrl,9406,6,0.61,2,1,4,0
SubpageUrl,8838,530,0.41,3,1,4,0
LoginUrl,719,343,0.69,3,4,1,1
ContactorSupportUrl,4278,649,0.84,1,3,3,1
ProductUrl,5494,210,0.92,3,1,1,0
HomePageUrl,5147,171,0.56,3,1,4,1
SubpageUrl,9050,911,0.98,1,1,4,0
HomePageUrl,1701,454,0.52,1,3,3,1
ProductUrl,5946,174,0.67,2,1,3,0
LoginUrl,1109,417,0.62,2,4,4,1
ProductUrl,1745,217,0.26,1,2,1,1
ContactorSupportUrl,2495,492,0.39,1,3,4,1
ContactorSupportUrl,4961,703,0.84,3,3,3,0
ProductUrl,7339,182,0.13,3,1,4,0
LoginUrl,9954,910,0.28,2,2,3,0
LoginUrl,9196,285,0.51,2,3,4,0
HomePageUrl,695,999,0.9,2,2,2,1
SubpageUrl,4329,76,0.57,2,2,3,1
HomePageUrl,8157,385,0.76,3,3,2,0
ProductUrl,1059,523,0.93,2,4,2,1
LoginUrl,6750,599,0.81,2,3,4,0
ProductUrl,6503,828,0.95,2,3,3,0
ErrorPageUrl,1668,972,0.53,1,4,2,1
ProductUrl,3328,157,0.39,1,3,4,1
HomePageUrl,4227,414,0.8,1,1,2,1
ErrorPageUrl,3625,414,0.21,1,3,1,1
SubpageUrl,4726,269,0.47,3,2,3,1
HomePageUrl,7438,457,0.29,2,2,3,0
ContactorSupportUrl,7345,55,0.41,2,3,2,0
ProductUrl,6389,418,0.33,3,3,1,0
ProductUrl,5840,759,0.18,1,3,4,0
LoginUrl,5530,94,0.92,1,2,2,0
ProductUrl,2274,503,0.88,3,1,4,1
SubpageUrl,5590,955,0.79,1,4,1,0
ErrorPageUrl,2508,231,0.25,3,2,2,1
LoginUrl,9902,199,0.48,3,3,2,0
HomePageUrl,1235,480,0.15,2,4,1,1
SubpageUrl,7943,786,0.98,2,2,3,0
ContactorSupportUrl,5466,624,0.87,2,3,4,0
ErrorPageUrl,7603,623,0.58,2,2,1,0
HomePageUrl,5618,910,0.42,3,3,4,0
ProductUrl,77,376,0.38,3,3,4,1
ErrorPageUrl,6591,828,0.49,2,2,1,0
LoginUrl,6462,247,0.88,3,3,3,0
ProductUrl,6364,111,0.95,2,4,3,0
ErrorPageUrl,3192,59,0.82,3,4,1,1
HomePageUrl,1352,716,0.6,3,4,1,1
ProductUrl,3237,341,0.4,3,2,4,1
SubpageUrl,9970,442,0.56,2,2,3,0
ErrorPageUrl,3685,234,0.37,3,2,1,1
ErrorPageUrl,8762,345,0.99,3,3,2,0
ErrorPageUrl,8427,3,0.79,1,2,2,0
SubpageUrl,4872,371,0.44,2,3,4,1
ContactorSupportUrl,354,874,0.53,3,3,4,1
SubpageUrl,6599,218,0.98,1,4,2,0
ErrorPageUrl,5207,310,0.5,2,3,3,0
LoginUrl,9838,32,0.28,1,4,4,0
ErrorPageUrl,5413,986,0.39,2,3,3,0
ErrorPageUrl,8577,913,0.43,2,1,3,0
ErrorPageUrl,6240,150,0.35,1,4,2,0
HomePageUrl,9156,74,0.58,1,4,3,0
LoginUrl,5044,954,0.58,2,2,1,0
HomePageUrl,9018,118,0.45,2,2,2,0
LoginUrl,8621,951,0.33,1,3,4,0
HomePageUrl,2394,327,0.3,3,4,4,1
ProductUrl,7467,843,0.11,2,3,3,0
SubpageUrl,4706,561,0.38,1,3,2,1
ContactorSupportUrl,2640,937,0.64,3,1,4,1
ErrorPageUrl,7639,623,0.55,3,1,3,0
ProductUrl,9661,826,0.43,3,1,3,0
LoginUrl,6999,390,0.45,1,3,4,0
LoginUrl,7307,970,0.12,2,3,2,0
ErrorPageUrl,3234,787,0.74,3,2,2,1
HomePageUrl,6288,123,0.21,2,3,1,0
ContactorSupportUrl,7847,257,0.23,3,4,1,0
ContactorSupportUrl,5262,961,0.4,1,1,1,0
HomePageUrl,4892,355,0.51,1,3,2,1
ContactorSupportUrl,6479,453,0.24,2,1,2,0
ErrorPageUrl,2959,729,0.94,3,2,4,1
LoginUrl,8926,518,0.73,3,3,1,0
HomePageUrl,8455,499,0.17,1,4,4,0
HomePageUrl,5737,130,0.34,1,2,3,0
LoginUrl,1051,433,0.92,3,1,1,1
ProductUrl,4113,75,0.1,3,4,1,1
ErrorPageUrl,1011,408,0.47,1,2,3,1
LoginUrl,9420,207,0.96,2,3,3,0
ProductUrl,6466,4,0.23,3,1,3,0
ContactorSupportUrl,1072,985,0.67,3,1,4,1
HomePageUrl,5254,990,0.21,2,1,1,0
ProductUrl,2940,969,0.55,2,3,2,1
SubpageUrl,4963,598,0.36,1,4,3,1
SubpageUrl,4149,863,0.78,2,3,2,1
SubpageUrl,2659,525,0.54,2,2,1,1
LoginUrl,1115,569,0.75,2,4,2,1
ProductUrl,9798,315,0.26,3,2,4,0
ContactorSupportUrl,3930,406,0.59,1,4,3,1
LoginUrl,7260,790,0.68,2,1,1,0
ErrorPageUrl,665,170,0.25,1,3,2,1
ProductUrl,643,706,0.84,3,3,1,1
HomePageUrl,171,356,0.94,2,3,2,1
LoginUrl,7173,486,0.31,2,2,4,0
ErrorPageUrl,4107,5,0.85,3,1,2,1
LoginUrl,6810,249,0.92,2,2,4,0
SubpageUrl,866,286,0.3,2,4,3,1
LoginUrl,7481,447,0.56,3,3,4,0
ProductUrl,106,320,0.95,3,3,1,1
ProductUrl,8621,611,0.46,3,2,2,0
ErrorPageUrl,3956,457,0.85,1,3,4,1
HomePageUrl,8271,575,0.76,3,2,4,0
HomePageUrl,9887,148,0.15,3,2,2,0
HomePageUrl,8757,42,0.99,3,2,1,0
SubpageUrl,8613,999,0.97,1,1,4,0
ContactorSupportUrl,1578,975,0.64,3,2,3,1
SubpageUrl,2483,83,0.42,1,1,4,1
LoginUrl,2542,656,0.66,1,2,3,1
SubpageUrl,4410,423,0.45,3,1,2,1
ContactorSupportUrl,1827,979,0.34,1,2,1,1
ContactorSupportUrl,5325,544,0.39,2,2,3,0
LoginUrl,7576,95,0.77,1,3,2,0
ProductUrl,7812,26,0.54,1,4,4,0
HomePageUrl,5961,822,0.48,2,3,4,0
LoginUrl,1398,363,0.32,3,4,3,1
ContactorSupportUrl,1487,480,0.38,1,4,1,1
HomePageUrl,8593,880,0.73,1,2,3,0
HomePageUrl,5241,21,0.11,3,4,3,1
SubpageUrl,919,203,0.84,2,1,4,1
SubpageUrl,5322,117,0.57,1,2,4,0
ProductUrl,9700,704,0.84,3,2,2,0
LoginUrl,5774,924,0.58,1,4,1,0
SubpageUrl,2914,296,0.78,1,4,3,1
HomePageUrl,5146,67,0.1,3,2,2,1
ErrorPageUrl,6866,555,0.41,1,2,3,0
HomePageUrl,9776,365,0.98,2,1,2,0
ErrorPageUrl,1482,565,0.98,2,4,4,1
ContactorSupportUrl,8131,651,0.51,2,4,4,0
ErrorPageUrl,4519,898,0.51,1,4,2,1
LoginUrl,8582,828,0.99,2,2,4,0
SubpageUrl,3142,201,0.89,1,1,4,1
ProductUrl,8936,137,0.93,2,2,4,0
SubpageUrl,3210,510,0.24,2,4,2,1
ProductUrl,2458,975,0.38,3,1,2,1
ProductUrl,4582,13,0.69,3,2,2,1
ErrorPageUrl,7897,213,0.83,2,3,1,0
ErrorPageUrl,8579,765,0.72,1,1,2,0
LoginUrl,269,175,0.83,1,3,4,1
ContactorSupportUrl,1459,358,0.82,1,1,1,1
ErrorPageUrl,9321,561,0.93,2,2,1,0
SubpageUrl,3922,332,0.12,2,1,3,1
HomePageUrl,9254,951,0.21,2,4,2,0
ContactorSupportUrl,336,89,0.31,2,3,2,1
ContactorSupportUrl,2773,180,0.97,1,3,3,1
SubpageUrl,6974,694,0.13,3,2,3,0
ContactorSupportUrl,2403,318,0.61,3,4,3,1
ErrorPageUrl,2912,569,0.84,1,3,1,1
SubpageUrl,5911,439,0.38,3,2,2,0
SubpageUrl,4835,953,0.66,1,2,3,0
ProductUrl,421,289,0.83,2,4,2,1
ContactorSupportUrl,105,438,0.4,1,4,1,1
ContactorSupportUrl,9017,604,0.63,2,4,4,0
ErrorPageUrl,1395,845,0.79,2,2,1,1
ContactorSupportUrl,6821,879,0.9,3,1,3,0
ErrorPageUrl,4385,380,0.32,3,4,2,1
SubpageUrl,2969,966,0.24,1,1,3,1
ContactorSupportUrl,996,179,0.44,3,3,4,1
ContactorSupportUrl,8442,965,0.49,2,2,3,0
ProductUrl,7022,726,0.7,1,3,1,0
ProductUrl,7511,43,0.91,3,2,2,0
HomePageUrl,3418,448,0.43,2,3,1,1
LoginUrl,6174,849,0.71,2,3,4,0
ProductUrl,1024,161,0.2,2,2,3,1
LoginUrl,8156,543,1.0,1,3,2,0
LoginUrl,6090,151,0.95,1,1,1,0
HomePageUrl,2692,744,0.28,2,3,4,1
ContactorSupportUrl,5192,155,0.64,3,2,1,1
ContactorSupportUrl,616,323,0.41,2,3,4,1
ProductUrl,5012,36,0.66,2,1,2,1
ContactorSupportUrl,5401,31,0.99,1,1,1,0
SubpageUrl,5872,320,0.32,2,4,4,0
LoginUrl,344,247,0.11,3,4,1,1
ProductUrl,5121,598,0.91,3,1,4,0
HomePageUrl,5077,47,0.71,2,2,1,1
HomePageUrl,8231,160,0.39,3,4,3,0
ContactorSupportUrl,8596,454,0.89,1,4,3,0
ProductUrl,1163,384,0.34,2,1,2,1
SubpageUrl,6043,896,0.93,2,3,3,0
ProductUrl,3679,726,0.39,3,3,2,1
ErrorPageUrl,3052,564,0.62,3,4,3,1
SubpageUrl,4362,597,0.77,2,4,3,1
SubpageUrl,9050,233,0.3,1,4,1,0
ErrorPageUrl,5141,728,0.53,2,2,2,0
LoginUrl,2882,11,0.31,3,3,1,1
LoginUrl,3998,864,0.2,1,4,1,1
ProductUrl,3678,651,0.79,2,1,1,1
ErrorPageUrl,7606,930,0.62,3,1,3,0
ProductUrl,4886,528,0.75,1,3,2,1
HomePageUrl,7474,840,0.2,1,3,2,0
ErrorPageUrl,2167,832,0.61,1,3,1,1
LoginUrl,592,583,0.69,3,2,1,1
ErrorPageUrl,7040,842,0.34,3,1,1,0
ErrorPageUrl,8002,630,0.27,1,3,3,0
HomePageUrl,8433,800,0.45,1,3,1,0
LoginUrl,7770,160,0.84,3,4,2,0
HomePageUrl,7895,974,0.91,2,1,2,0
ErrorPageUrl,4255,940,0.6,2,2,2,1
ProductUrl,1834,503,0.25,3,2,2,1
LoginUrl,2243,386,0.11,3,2,4,1
LoginUrl,1481,915,0.8,3,2,3,1
ContactorSupportUrl,1235,677,0.17,3,1,2,1
SubpageUrl,8371,301,0.16,1,4,4,0
LoginUrl,3553,964,0.31,2,1,2,1
LoginUrl,828,516,0.79,1,4,1,1
LoginUrl,222,837,0.57,3,2,1,1
LoginUrl,5849,627,0.11,1,4,3,0
LoginUrl,9825,775,0.41,1,1,1,0
ContactorSupportUrl,4176,696,0.66,1,2,3,1
ContactorSupportUrl,431,913,0.16,3,2,4,1
ErrorPageUrl,7930,913,0.52,2,2,3,0
HomePageUrl,4556,452,0.31,1,3,3,1
ProductUrl,2041,793,0.27,1,4,4,1
ErrorPageUrl,2394,567,0.28,2,4,3,1
ProductUrl,5744,681,0.67,1,4,4,0
SubpageUrl,3817,911,0.46,3,2,1,1
LoginUrl,3383,206,0.55,3,4,1,1
ErrorPageUrl,4231,557,0.95,1,4,1,1
ErrorPageUrl,2767,180,0.6,2,1,2,1
ProductUrl,8921,596,0.42,2,3,4,0
HomePageUrl,7985,173,0.5,2,2,2,0
SubpageUrl,6349,735,0.73,3,4,4,0
ErrorPageUrl,3305,119,0.86,3,4,1,1
SubpageUrl,5011,102,0.52,1,3,3,1
HomePageUrl,718,262,0.77,3,3,2,1
LoginUrl,6875,457,0.78,3,1,1,0
HomePageUrl,9597,774,0.72,1,4,1,0
LoginUrl,2523,955,0.99,1,2,2,1
HomePageUrl,8603,16,0.28,2,3,1,0
SubpageUrl,6553,931,0.97,3,2,2,0
ErrorPageUrl,3275,100,0.81,1,2,4,1
LoginUrl,8169,615,0.51,3,2,4,0
ProductUrl,2824,181,0.91,3,3,2,1
SubpageUrl,9975,250,0.93,2,1,1,0
ContactorSupportUrl,8252,196,0.77,2,2,1,0
HomePageUrl,1457,715,0.81,1,1,2,1
ErrorPageUrl,1014,395,0.48,1,3,1,1
LoginUrl,6156,996,0.64,3,3,4,0
ProductUrl,8252,262,0.61,3,4,1,0
ProductUrl,6847,859,0.28,3,2,4,0
HomePageUrl,3518,567,0.93,1,3,4,1
ProductUrl,363,146,0.14,2,2,3,1
ContactorSupportUrl,5704,345,0.53,3,4,2,0
HomePageUrl,3287,996,0.82,1,2,1,1
SubpageUrl,6664,488,0.44,1,1,4,0
SubpageUrl,7675,645,0.81,2,3,2,0
ContactorSupportUrl,731,750,0.5,1,1,3,1
SubpageUrl,9503,390,0.48,1,3,2,0
ErrorPageUrl,4850,173,0.4,2,2,4,1
HomePageUrl,8867,129,0.51,3,2,2,0
LoginUrl,8384,297,0.62,3,3,4,0
ErrorPageUrl,5534,689,0.86,2,1,3,0
LoginUrl,5843,921,0.78,3,4,4,0
ContactorSupportUrl,2511,299,0.24,2,1,4,1
LoginUrl,1171,427,0.8,2,2,4,1
ProductUrl,4667,920,0.49,1,4,4,1
ErrorPageUrl,5906,230,0.47,1,1,4,0
LoginUrl,7904,52,0.74,3,1,3,0
SubpageUrl,5507,871,0.95,3,1,4,0
SubpageUrl,3435,903,0.78,1,2,4,1
ContactorSupportUrl,5893,140,0.93,2,1,3,0
ErrorPageUrl,801,901,0.21,2,2,4,1
ErrorPageUrl,6890,525,0.37,3,3,1,0
LoginUrl,5909,91,0.63,2,1,2,0
HomePageUrl,5039,708,0.89,1,4,4,0
ContactorSupportUrl,5419,686,0.7,2,2,3,0
